# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		4348		2288		1010
1		3723		4395		1239
2		3551		6392		1373
3		3470		8306		1438
4		3416		10188		1453
5		3375		12047		1502
6		3351		13898		1526
7		3330		15720		1541
8		3279		17527		1581
9		3260		19310		1585
10		3255		21077		1599
11		3250		22845		1593
12		3242		24602		1616
13		3243		26372		1624
14		3228		28130		1640
15		3223		29881		1647
16		3210		31595		1679
17		3211		33335		1658
18		3208		35071		1674
19		3199		36819		1693
20		3193		38564		1680
21		3198		40307		1713
22		3178		42037		1694
23		3182		43757		1708
24		3159		45470		1717
25		3171		47201		1699
26		3176		48945		1711
27		3163		50668		1731
28		3172		52402		1726
29		3181		54103		1738
30		3151		55804		1743
31		3159		57518		1754
32		3169		59214		1749
33		3167		60934		1738
34		3151		62631		1747
35		3156		64327		1745
36		3166		66041		1740
37		3172		67738		1745
38		3174		69463		1775
39		3185		71192		1771
40		3175		72918		1760
41		3158		74613		1771
42		3174		76301		1743
43		3159		77982		1751
44		3155		79658		1752
45		3174		81366		1769
46		3160		83065		1738
47		3182		84757		1769
48		3159		86460		1765
49		3156		88140		1769
50		3134		89814		1775
51		3141		91491		1771
52		3155		93192		1782
53		3152		94893		1787
54		3146		96569		1781
55		3141		98249		1797
56		3141		99921		1790
57		3126		101616		1796
58		3108		103270		1815
59		3081		104920		1812
60		3094		106545		1806
61		3117		108213		1799
62		3108		109884		1803
63		3129		111555		1801
64		3124		113229		1780
65		3113		114893		1799
66		3114		116543		1805
67		3116		118201		1819
68		3126		119850		1811
69		3108		121498		1799
70		3119		123143		1808
71		3119		124786		1805
72		3103		126441		1782
73		3110		128076		1782
74		3098		129718		1774
75		3103		131364		1799
76		3102		133025		1807
77		3084		134651		1831
78		3108		136303		1817
79		3107		137952		1810
80		3092		139604		1798
81		3093		141269		1798
82		3100		142940		1799
83		3120		144608		1779
84		3116		146277		1777
85		3131		147970		1778
86		3113		149644		1777
87		3131		151308		1763
88		3120		153003		1777
89		3119		154688		1784
90		3103		156342		1771
91		3121		157993		1797
92		3136		159676		1787
93		3129		161359		1773
94		3112		163031		1784
95		3116		164703		1780
96		3098		166365		1766
97		3112		168035		1771
98		3107		169686		1790
99		3119		171352		1794
100		3149		173035		1776
101		3171		174737		1793
102		3132		176439		1786
103		3137		178134		1797
104		3147		179832		1799
105		3121		181522		1810
106		3126		183200		1798
107		3128		184870		1797
108		3149		186563		1783
109		3130		188265		1812
110		3107		189949		1804
111		3121		191616		1786
112		3110		193256		1766
113		3106		194924		1782
114		3060		196565		1755
115		3064		198190		1745
116		3078		199819		1764
117		3073		201449		1788
118		3072		203096		1777
119		3069		204746		1780
120		3082		206382		1789
121		3079		208008		1787
122		3072		209632		1775
123		3094		211279		1774
124		3063		212921		1797
125		3061		214565		1783
126		3069		216211		1766
127		3099		217852		1774
128		3082		219498		1771
129		3078		221135		1777
130		3083		222767		1778
131		3072		224391		1766
132		3084		226026		1775
133		3096		227674		1751
134		3115		229326		1795
135		3102		230992		1782
136		3085		232633		1788
137		3077		234294		1770
138		3089		235929		1775
139		3083		237568		1781
140		3080		239198		1788
141		3062		240823		1780
142		3080		242466		1773
143		3068		244075		1773
144		3085		245718		1759
145		3076		247347		1788
146		3086		249003		1787
147		3109		250659		1787
148		3101		252332		1770
149		3087		253970		1783
150		3094		255608		1767
151		3101		257258		1768
152		3089		258900		1770
153		3086		260551		1783
154		3082		262190		1792
155		3076		263820		1802
156		3069		265433		1818
157		3059		267059		1830
158		3081		268688		1822
159		3106		270320		1806
160		3085		271953		1807
161		3092		273592		1804
162		3099		275239		1795
163		3089		276889		1800
164		3085		278535		1805
165		3067		280163		1801
166		3068		281780		1802
167		3089		283428		1790
168		3089		285068		1797
169		3085		286714		1786
170		3095		288372		1793
171		3109		290042		1809
172		3080		291705		1807
173		3072		293352		1797
174		3087		294994		1807
175		3078		296634		1788
176		3079		298266		1800
177		3087		299901		1786
178		3092		301558		1790
179		3084		303200		1781
180		3088		304854		1802
181		3070		306498		1769
182		3077		308138		1764
183		3082		309776		1786
184		3060		311406		1792
185		3091		313049		1787
186		3075		314668		1785
187		3096		316322		1761
188		3088		317977		1778
189		3076		319611		1770
190		3071		321247		1782
191		3091		322896		1758
192		3094		324545		1768
193		3094		326185		1759
194		3090		327822		1771
195		3088		329458		1782
196		3103		331097		1795
197		3114		332779		1775
198		3112		334443		1781
199		3116		336110		1786
200		3141		337800		1776
201		3124		339477		1790
202		3097		341150		1779
203		3091		342818		1775
204		3119		344468		1793
205		3122		346143		1809
206		3116		347818		1802
207		3100		349470		1794
208		3092		351125		1801
209		3095		352771		1809
210		3097		354429		1811
211		3090		356086		1805
212		3086		357715		1794
213		3081		359357		1812
214		3091		361000		1803
215		3108		362657		1812
216		3090		364314		1813
217		3090		365963		1813
218		3097		367623		1820
219		3098		369273		1829
220		3108		370926		1813
221		3114		372612		1836
222		3110		374271		1813
223		3155		375963		1819
224		3139		377638		1814
225		3143		379313		1819
226		3120		380994		1836
227		3115		382633		1831
228		3106		384309		1817
229		3108		385978		1813
230		3117		387647		1806
231		3093		389299		1803
232		3094		390947		1790
233		3101		392595		1807
234		3090		394257		1812
235		3105		395913		1813
236		3085		397563		1802
237		3108		399217		1819
238		3136		400903		1807
239		3132		402571		1814
240		3106		404216		1836
241		3116		405854		1801
242		3123		407517		1812
243		3112		409169		1812
244		3098		410804		1820
245		3088		412445		1814
246		3068		414072		1808
247		3065		415676		1809
248		3065		417296		1793
249		3065		418923		1813
